epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
91,464.913,1.15811,1.8657,0.95329,1.45496,0.67432,0.57711,0.64689,0.34698,0.71102,0.59701,0.66243,0.34308,1.59138,2.52613,1.37928,1.82845,0.001406,0.001406,0.001406
92,469.897,1.19086,1.89443,0.95569,1.45628,0.67678,0.60199,0.65877,0.36333,0.68671,0.60697,0.66525,0.35625,1.53757,2.6259,1.36232,1.76027,0.0013994,0.0013994,0.0013994
93,474.887,1.19372,1.85704,0.95837,1.48176,0.66822,0.64128,0.65306,0.3493,0.66471,0.60697,0.63942,0.33572,1.57989,2.63917,1.37472,1.84801,0.0013928,0.0013928,0.0013928
94,479.809,1.18118,1.85885,0.9558,1.45799,0.6923,0.62687,0.67006,0.36197,0.71038,0.61692,0.66417,0.34806,1.59802,2.65662,1.34266,1.79909,0.0013862,0.0013862,0.0013862
95,484.766,1.14038,1.81899,0.91846,1.44033,0.65361,0.56219,0.61851,0.33317,0.67309,0.56716,0.6215,0.33176,1.65966,2.87937,1.47471,1.92375,0.0013796,0.0013796,0.0013796
96,489.732,1.14986,1.84767,0.90021,1.42998,0.58718,0.62687,0.63551,0.33287,0.68611,0.52736,0.61715,0.31375,1.63221,2.73937,1.42244,1.86314,0.001373,0.001373,0.001373
97,494.653,1.18429,1.83441,0.92618,1.4442,0.58505,0.63184,0.64873,0.36758,0.70418,0.57214,0.65528,0.3514,1.62185,2.7744,1.34445,1.88277,0.0013664,0.0013664,0.0013664
98,499.536,1.17302,1.8511,0.931,1.45302,0.70542,0.57214,0.65903,0.36979,0.71156,0.57711,0.65254,0.3479,1.58785,2.65471,1.3721,1.82175,0.0013598,0.0013598,0.0013598
99,504.516,1.16785,1.84007,0.94936,1.45441,0.64329,0.64179,0.65759,0.34176,0.65374,0.65174,0.65606,0.34206,1.59207,2.63649,1.41213,1.85879,0.0013532,0.0013532,0.0013532
100,509.483,1.15319,1.8073,0.93153,1.45035,0.75921,0.54726,0.65763,0.35892,0.62504,0.6386,0.64968,0.34806,1.62219,2.71748,1.38253,1.89953,0.0013466,0.0013466,0.0013466
101,514.396,1.13237,1.80797,0.90847,1.42994,0.66931,0.62431,0.64739,0.35323,0.68242,0.60936,0.6315,0.34838,1.62322,2.63091,1.4495,1.84296,0.00134,0.00134,0.00134
102,519.408,1.17629,1.8597,0.93543,1.46437,0.70189,0.57711,0.62829,0.34821,0.75862,0.58706,0.6671,0.34375,1.59589,2.55239,1.42904,1.85982,0.0013334,0.0013334,0.0013334
103,524.335,1.12787,1.81238,0.90024,1.41515,0.71505,0.59701,0.66649,0.37144,0.71948,0.6125,0.68472,0.36378,1.57695,2.66431,1.30088,1.79806,0.0013268,0.0013268,0.0013268
104,529.343,1.12746,1.76899,0.90322,1.4235,0.62481,0.66667,0.66655,0.37344,0.65267,0.68657,0.67992,0.35246,1.54637,2.77069,1.30833,1.78448,0.0013202,0.0013202,0.0013202
105,534.522,1.17598,1.87536,0.94423,1.44849,0.58499,0.65672,0.61896,0.32907,0.6162,0.647,0.64378,0.32091,1.67834,2.80038,1.47046,1.91678,0.0013136,0.0013136,0.0013136
106,539.412,1.18222,1.84135,0.95458,1.44553,0.6797,0.61194,0.66317,0.37686,0.69076,0.62189,0.66881,0.36628,1.56779,2.64497,1.36571,1.80136,0.001307,0.001307,0.001307
107,544.465,1.15768,1.81822,0.92862,1.42701,0.64281,0.59701,0.64208,0.36049,0.67312,0.62189,0.67522,0.34824,1.5494,2.65204,1.37349,1.77342,0.0013004,0.0013004,0.0013004
108,549.518,1.13448,1.7917,0.91064,1.42026,0.67232,0.65174,0.67122,0.35602,0.6608,0.65906,0.66346,0.33965,1.56612,2.67589,1.38471,1.81485,0.0012938,0.0012938,0.0012938
109,554.387,1.09768,1.75737,0.85656,1.38888,0.61452,0.65174,0.66428,0.38577,0.67699,0.63682,0.68849,0.35488,1.52718,2.75664,1.29867,1.7422,0.0012872,0.0012872,0.0012872
110,559.251,1.10513,1.80404,0.88282,1.39953,0.63546,0.60709,0.65709,0.35775,0.63546,0.60709,0.65628,0.34372,1.61467,2.63785,1.38071,1.83662,0.0012806,0.0012806,0.0012806
111,564.111,1.0964,1.77776,0.86103,1.4,0.65489,0.64677,0.67595,0.38704,0.67,0.66169,0.67729,0.37791,1.57323,2.68262,1.25921,1.85656,0.001274,0.001274,0.001274
112,569.014,1.0955,1.73084,0.85403,1.40317,0.63621,0.68735,0.65027,0.35842,0.65549,0.70997,0.66205,0.34679,1.59929,2.69339,1.36962,1.868,0.0012674,0.0012674,0.0012674
113,573.842,1.11607,1.75127,0.87061,1.40241,0.63665,0.62687,0.63983,0.35932,0.62741,0.61692,0.6222,0.34623,1.57329,2.755,1.38411,1.81288,0.0012608,0.0012608,0.0012608
114,578.634,1.11782,1.75579,0.85455,1.39075,0.63856,0.65672,0.65203,0.35033,0.66621,0.63552,0.64919,0.33499,1.63639,2.6066,1.35641,1.87602,0.0012542,0.0012542,0.0012542
115,583.625,1.07837,1.72746,0.83632,1.38236,0.65645,0.56716,0.6204,0.33084,0.66226,0.57558,0.61351,0.31272,1.68148,2.88884,1.46223,1.90686,0.0012476,0.0012476,0.0012476
