epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
75,384.817,1.24434,2.00573,1.05765,1.54274,0.71281,0.58209,0.63525,0.36237,0.7253,0.56716,0.65818,0.34449,1.5431,2.64653,1.4463,1.85141,0.0015116,0.0015116,0.0015116
76,389.995,1.24323,1.98048,1.059,1.53132,0.64026,0.63682,0.61183,0.33563,0.65074,0.64677,0.632,0.33701,1.65442,2.59832,1.49315,1.99209,0.001505,0.001505,0.001505
77,395.135,1.26976,1.9505,1.0612,1.56939,0.60775,0.65672,0.65718,0.37906,0.61543,0.66169,0.66507,0.35339,1.48639,2.49478,1.40097,1.76645,0.0014984,0.0014984,0.0014984
78,400.306,1.20055,1.93099,1.00557,1.49,0.74348,0.58209,0.63706,0.35187,0.74073,0.57214,0.6341,0.3399,1.54868,2.47216,1.48712,1.84945,0.0014918,0.0014918,0.0014918
79,405.443,1.25008,2.00165,1.06778,1.55146,0.68847,0.58272,0.61342,0.35292,0.68972,0.58209,0.63611,0.33652,1.52188,2.60468,1.38617,1.8764,0.0014852,0.0014852,0.0014852
80,410.612,1.21328,1.93576,0.99948,1.50878,0.62979,0.62189,0.62278,0.34056,0.64612,0.58706,0.61585,0.32186,1.57723,2.58616,1.43159,1.88064,0.0014786,0.0014786,0.0014786
81,415.773,1.24187,1.93942,1.01615,1.508,0.64126,0.63682,0.62463,0.3403,0.6476,0.64179,0.64515,0.33502,1.62431,2.62083,1.4265,1.89309,0.001472,0.001472,0.001472
82,420.998,1.21378,1.92062,1.01664,1.50114,0.65834,0.57519,0.61115,0.32968,0.66339,0.5785,0.6327,0.33394,1.6522,2.52221,1.55042,1.89943,0.0014654,0.0014654,0.0014654
83,426.147,1.22488,1.91262,1.03631,1.52147,0.69898,0.60074,0.64683,0.37759,0.70912,0.61194,0.67383,0.36602,1.57666,2.51348,1.32963,1.87574,0.0014588,0.0014588,0.0014588
84,431.347,1.22015,1.94304,1.02518,1.4836,0.66143,0.58317,0.61144,0.34664,0.68063,0.58316,0.6278,0.33342,1.58944,2.68162,1.56634,1.87642,0.0014522,0.0014522,0.0014522
85,436.532,1.19561,1.89856,1.02048,1.49186,0.66261,0.5667,0.63524,0.35878,0.66748,0.57214,0.63735,0.34602,1.56924,2.68019,1.46215,1.83967,0.0014456,0.0014456,0.0014456
86,441.671,1.23318,1.92274,1.04838,1.51241,0.68585,0.53223,0.60541,0.33579,0.69868,0.54218,0.62535,0.33339,1.58689,2.45196,1.52802,1.87655,0.001439,0.001439,0.001439
87,446.787,1.20752,1.92228,0.99895,1.48922,0.6058,0.61692,0.63127,0.35433,0.66029,0.62189,0.65342,0.35401,1.58793,2.58251,1.43514,1.88371,0.0014324,0.0014324,0.0014324
88,451.729,1.18523,1.86457,0.97723,1.47595,0.61839,0.61692,0.62591,0.33691,0.63221,0.64179,0.6384,0.33299,1.62491,2.52181,1.43497,1.9285,0.0014258,0.0014258,0.0014258
89,456.609,1.17528,1.86862,0.95135,1.45381,0.62194,0.62687,0.65092,0.37785,0.66312,0.63682,0.67107,0.37367,1.48559,2.41096,1.36821,1.77727,0.0014192,0.0014192,0.0014192
90,461.509,1.18394,1.86498,0.99298,1.48489,0.65535,0.54869,0.61338,0.36043,0.65183,0.53731,0.62013,0.33911,1.49776,2.58577,1.46509,1.78824,0.0014126,0.0014126,0.0014126
91,466.594,1.18483,1.88214,0.97498,1.47724,0.73883,0.59701,0.66231,0.36892,0.74499,0.60199,0.67175,0.3679,1.54096,2.44582,1.39956,1.83434,0.001406,0.001406,0.001406
92,471.843,1.19536,1.89293,0.94765,1.45964,0.69652,0.61692,0.66313,0.35334,0.71899,0.63682,0.68293,0.33622,1.6222,2.67388,1.31945,1.93409,0.0013994,0.0013994,0.0013994
93,476.998,1.1811,1.83184,0.94446,1.47587,0.685,0.58706,0.62843,0.33772,0.69843,0.58209,0.63676,0.33862,1.54118,2.49176,1.51396,1.83555,0.0013928,0.0013928,0.0013928
94,482.097,1.15445,1.8415,0.94011,1.4494,0.65563,0.64179,0.65163,0.3547,0.69356,0.63057,0.66142,0.35333,1.54481,2.43515,1.38688,1.84595,0.0013862,0.0013862,0.0013862
95,487.245,1.13299,1.81729,0.91277,1.44694,0.62699,0.61692,0.6214,0.33549,0.67822,0.60819,0.64587,0.3454,1.57663,2.51813,1.46214,1.87013,0.0013796,0.0013796,0.0013796
96,492.454,1.18202,1.86773,0.93093,1.45101,0.68287,0.60199,0.6481,0.34673,0.64157,0.61446,0.62894,0.33514,1.60621,2.68896,1.4567,1.89498,0.001373,0.001373,0.001373
97,497.635,1.16197,1.81336,0.91439,1.43991,0.74384,0.53731,0.64508,0.34288,0.78235,0.51244,0.65308,0.33859,1.60147,2.6696,1.51924,1.88877,0.0013664,0.0013664,0.0013664
98,502.822,1.15301,1.83961,0.93699,1.44328,0.64539,0.63184,0.67003,0.36981,0.60856,0.65174,0.66087,0.35437,1.58475,2.62935,1.40697,1.88598,0.0013598,0.0013598,0.0013598
99,508.008,1.13062,1.80812,0.91084,1.42914,0.67856,0.61965,0.65866,0.3612,0.67311,0.61468,0.65182,0.35109,1.58223,2.52391,1.37596,1.90684,0.0013532,0.0013532,0.0013532
100,513.165,1.17378,1.86506,0.95087,1.47562,0.66047,0.61194,0.63254,0.34419,0.67777,0.62687,0.64626,0.33602,1.60103,2.82702,1.40517,1.93044,0.0013466,0.0013466,0.0013466
101,518.34,1.10026,1.79449,0.88628,1.41728,0.66893,0.64677,0.66629,0.37679,0.66893,0.64677,0.67158,0.36069,1.55157,2.62635,1.44722,1.84966,0.00134,0.00134,0.00134
102,523.5,1.13579,1.8223,0.90666,1.43676,0.76026,0.57711,0.65921,0.36805,0.77392,0.58706,0.67306,0.35819,1.54322,2.57201,1.35911,1.82432,0.0013334,0.0013334,0.0013334
103,528.652,1.11503,1.77984,0.88365,1.40923,0.70167,0.61692,0.66733,0.36316,0.73017,0.61929,0.67282,0.36373,1.55483,2.58433,1.38933,1.83412,0.0013268,0.0013268,0.0013268
104,533.585,1.10308,1.77086,0.88858,1.41757,0.6797,0.58209,0.64104,0.37055,0.69246,0.56716,0.65491,0.36033,1.55954,2.53159,1.43855,1.82594,0.0013202,0.0013202,0.0013202
105,538.419,1.16648,1.88199,0.93492,1.4512,0.72591,0.61692,0.6817,0.37349,0.73176,0.62189,0.6815,0.35498,1.54678,2.52696,1.39671,1.8514,0.0013136,0.0013136,0.0013136
106,543.32,1.13766,1.80186,0.90421,1.41411,0.66188,0.63682,0.69345,0.37283,0.72745,0.60199,0.69078,0.35326,1.56749,2.64675,1.37173,1.8813,0.001307,0.001307,0.001307
107,548.259,1.12621,1.78221,0.89963,1.41274,0.63829,0.63184,0.65147,0.37104,0.67027,0.61691,0.65496,0.35172,1.51921,2.62421,1.37934,1.81233,0.0013004,0.0013004,0.0013004
108,553.204,1.07921,1.74229,0.87019,1.38105,0.72968,0.58706,0.63432,0.35633,0.75714,0.60492,0.662,0.34313,1.54619,2.58258,1.43573,1.82879,0.0012938,0.0012938,0.0012938
109,558.34,1.06968,1.72348,0.85677,1.37532,0.69223,0.62687,0.65741,0.37733,0.72574,0.65827,0.69337,0.37478,1.52687,2.56396,1.36826,1.85622,0.0012872,0.0012872,0.0012872
110,563.359,1.10445,1.76422,0.86468,1.40253,0.65293,0.62709,0.64115,0.34769,0.66649,0.61194,0.64088,0.34269,1.56852,2.64056,1.45194,1.8791,0.0012806,0.0012806,0.0012806
